sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.41174;5.21487;8.3824;-1.2387;6.77556;6.98052;-2.32572;-1.4813;2.20534;0.91317;-0.24251;0.57192;34.0;-28.98;-1.26;-16.5;78.922;-39.78;9.885;2.0;928.918;68.5498;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;234509;2021-02-12 10:47:24:742
-7.41754;4.55377;6.86926;-1.21456;5.11167;8.28046;-6.08019;1.55828;1.15632;-1.03183;0.27855;0.77473;38.0;-26.88;5.58;-18.0;62.634;-37.419;3.867;2.0;928.909;71.6147;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;235009;2021-02-12 10:47:25:242
-3.51708;5.22924;8.21241;-2.86765;3.64908;8.63893;0.11681;1.58032;-1.15799;-0.48388;0.55772;1.37338;84.0;-5.82;19.2;-20.46;26.56;-21.845;18.363;2.0;928.891;67.4078;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;235509;2021-02-12 10:47:25:742
-5.09037;6.6873;6.01693;-4.04895;5.05029;7.36688;0.66897;0.34388;-0.35342;0.30291;1.79472;1.5041;80.0;8.58;18.18;-17.88;356.702;-26.086;22.461;2.0;928.911;59.5762;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;236009;2021-02-12 10:47:26:242
-2.65756;9.28262;2.86586;-4.02658;8.68874;2.11248;1.22193;0.77073;1.22338;-0.47228;0.68906;0.21151;46.0;29.76;2.28;-2.22;325.335;-61.638;53.795;2.0;928.873;61.1146;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;236509;2021-02-12 10:47:26:742
-1.28808;9.61302;1.00317;-3.93266;8.87732;1.3775;1.27156;0.69609;1.95387;1.14285;1.69515;0.38011;47.0;30.0;0.0;8.94;321.246;-64.855;70.696;2.0;928.912;61.3519;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;237009;2021-02-12 10:47:27:242
-5.19093;8.93067;0.03352;-3.95632;8.90735;1.08483;2.82653;-0.27673;1.48777;1.35055;1.01098;0.22434;57.0;26.7;-0.96;16.14;310.618;-65.252;74.624;2.0;928.898;62.144;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;237509;2021-02-12 10:47:27:742
-0.43096;7.86046;6.52689;-3.21421;8.91979;2.50525;1.70698;-0.44996;1.73384;-2.14666;0.20586;0.37217;54.0;26.34;-5.28;15.12;286.402;-65.446;52.066;2.0;928.887;62.6136;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;238009;2021-02-12 10:47:28:242
3.82593;2.63841;9.02883;1.54274;3.3612;9.08255;2.49221;-1.38776;0.1868;0.43914;0.42455;0.65744;147.0;21.9;7.5;-18.54;305.68;-32.138;-2.465;2.0;928.897;62.9909;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;238509;2021-02-12 10:47:28:742
5.62428;1.63763;4.96348;2.03785;2.88107;9.1497;3.64318;-1.19677;-3.0793;-0.69158;-0.21075;-1.34925;177.0;5.46;20.22;-18.12;342.405;-18.243;-8.861;2.0;928.888;58.4439;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;239009;2021-02-12 10:47:29:242
-1.01754;-1.66397;10.27142;2.12748;-2.4217;9.26173;-3.11857;1.91127;1.17249;-0.62377;0.51191;0.14554;186.0;-6.9;22.92;2.94;18.37;8.876;-17.857;2.0;928.92;61.4479;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;239510;2021-02-12 10:47:29:743
0.15323;-2.3966;8.28424;0.36863;-3.72034;9.06607;-0.90934;2.15271;0.41304;1.46967;-0.02443;-0.14401;141.0;0.84;20.82;9.9;358.389;22.065;-1.982;2.0;928.883;62.9244;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;240010;2021-02-12 10:47:30:243
0.94332;-0.2873;8.26269;0.41242;-2.51935;9.46854;-0.0538;-0.69603;5.33664;0.1056;0.0;-0.12935;125.0;3.6;22.08;9.06;352.285;17.253;-4.878;2.0;928.946;63.1386;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;240509;2021-02-12 10:47:30:742
0.08859;-0.04549;9.73512;0.36001;-1.76106;9.64051;-0.27808;1.7969;0.1031;-0.0013;-0.00305;-4.6E-4;135.0;4.68;22.56;6.3;348.672;11.169;-2.249;2.0;928.895;63.846;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;241009;2021-02-12 10:47:31:242
0.09337;-0.02873;9.72555;0.10711;-0.07782;9.80576;-0.0125;0.05132;-0.07543;5.3E-4;-0.00305;1.5E-4;137.0;5.58;23.4;6.6;345.592;0.455;-0.626;2.0;928.922;61.7414;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;241509;2021-02-12 10:47:31:742
0.07901;-0.03831;9.72794;0.11171;-0.06167;9.80582;-0.01615;0.03578;-0.07071;-6.9E-4;-0.00367;1.5E-4;137.0;4.86;22.26;6.66;347.418;0.383;-0.647;2.0;928.891;61.6815;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;242009;2021-02-12 10:47:32:242
0.08859;-0.0407;9.73512;0.11336;-0.05391;9.80585;-0.02545;0.0197;-0.07311;-8.0E-5;-0.00428;1.5E-4;139.0;4.56;22.92;5.76;347.92;0.325;-0.667;2.0;928.912;64.9705;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;242509;2021-02-12 10:47:32:742
0.09337;-0.03831;9.73034;0.11704;-0.04774;9.80584;-0.02823;0.01966;-0.08268;5.3E-4;-0.00367;-4.6E-4;138.0;4.5;22.74;6.96;350.319;0.288;-0.677;2.0;928.908;62.666;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;243009;2021-02-12 10:47:33:242
0.07661;-0.04549;9.73512;0.11935;-0.04479;9.80582;-0.02107;0.01148;-0.06591;-6.9E-4;-0.00367;1.5E-4;134.0;4.98;23.88;6.12;348.412;0.264;-0.694;2.0;928.939;61.9848;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;243509;2021-02-12 10:47:33:742
0.0838;-0.03591;9.73512;0.12041;-0.04342;9.80582;-0.03849;0.00259;-0.05154;-6.9E-4;-0.00367;-4.6E-4;134.0;4.02;23.1;6.18;350.323;0.255;-0.699;2.0;928.918;64.3158;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;244009;2021-02-12 10:47:34:242
0.0838;-0.04549;9.74949;0.11928;-0.04112;9.80584;-0.03609;-0.00414;-0.05634;-6.9E-4;-0.00367;-0.00107;134.0;5.82;23.04;6.24;345.568;0.244;-0.705;2.0;928.954;59.734;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;244509;2021-02-12 10:47:34:742
0.08619;-0.03831;9.7447;0.11634;-0.03935;9.80588;-0.03227;0.001;-0.0564;8.0E-5;-4.6E-4;3.8E-4;134.0;4.8;22.5;6.18;347.918;0.23;-0.68;2.0;928.925;65.1833;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;245009;2021-02-12 10:47:35:242
0.09098;-0.03352;9.73752;0.11298;-0.0391;9.80592;-0.02666;-0.00158;-0.06122;-5.3E-4;-0.00229;-8.4E-4;134.0;4.5;22.92;6.0;347.913;0.228;-0.66;2.0;928.952;68.1496;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;245509;2021-02-12 10:47:35:742
0.07183;-0.03352;9.73273;0.1107;-0.03898;9.80595;-0.02488;-0.00622;-0.06843;0.0013;-0.00107;3.8E-4;134.0;4.14;23.34;7.2;350.337;0.227;-0.647;2.0;928.972;69.3953;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;246009;2021-02-12 10:47:36:242
0.09337;-0.02873;9.7447;0.10933;-0.03935;9.80596;-0.0182;-0.00621;-0.07563;8.0E-5;-0.00168;-2.3E-4;134.0;4.5;22.74;6.0;347.907;0.23;-0.636;2.0;928.913;67.664;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;246509;2021-02-12 10:47:36:742
0.07901;-0.04549;9.73991;0.10773;-0.03964;9.80598;-0.02157;0.00625;-0.07564;6.9E-4;-0.00168;-8.4E-4;134.0;4.02;22.44;6.72;349.903;0.233;-0.631;2.0;928.923;69.0179;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;247009;2021-02-12 10:47:37:242
0.07661;-0.03591;9.73034;0.1061;-0.03877;9.806;-0.02275;-0.00433;-0.06608;-0.00115;-0.00168;-2.3E-4;134.0;4.68;23.1;6.36;347.903;0.228;-0.62;2.0;928.897;71.1885;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;247509;2021-02-12 10:47:37:742
0.09098;-0.0407;9.73034;0.10744;-0.03845;9.80599;-0.03315;0.00703;-0.07805;8.0E-5;1.5E-4;-8.4E-4;133.0;4.44;22.8;6.72;350.332;0.225;-0.628;2.0;928.951;57.661;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;248009;2021-02-12 10:47:38:242
0.08859;-0.0431;9.74709;0.1078;-0.03797;9.80598;-0.03375;-0.005;-0.06368;8.0E-5;-0.00229;3.8E-4;133.0;4.56;22.14;6.36;347.373;0.222;-0.63;2.0;928.916;58.0401;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;248509;2021-02-12 10:47:38:742
0.09098;-0.02634;9.73273;0.1073;-0.03918;9.80599;-0.01919;7.0E-4;-0.09001;-5.3E-4;-8.4E-4;-1.5E-4;133.0;4.32;23.22;6.36;350.305;0.227;-0.632;2.0;928.915;59.9155;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;249010;2021-02-12 10:47:39:243
0.07422;-0.06225;9.73273;0.10489;-0.03892;9.80601;-0.0166;0.01235;-0.06849;8.0E-5;-2.3E-4;-1.5E-4;133.0;5.64;22.38;6.66;344.946;0.224;-0.615;2.0;928.935;61.3942;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;249509;2021-02-12 10:47:39:742
0.09098;-0.03831;9.72555;0.10308;-0.03975;9.80603;-0.01476;-0.00585;-0.06851;6.9E-4;-2.3E-4;4.6E-4;135.0;4.86;22.5;6.36;347.899;0.231;-0.604;2.0;928.936;61.1823;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;250009;2021-02-12 10:47:40:242
0.07661;-0.03352;9.73752;0.10216;-0.03928;9.80604;-0.01833;8.5E-4;-0.06134;6.9E-4;-2.3E-4;-7.6E-4;136.0;4.92;23.22;6.72;347.924;0.232;-0.596;2.0;928.934;61.4773;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;250509;2021-02-12 10:47:40:742
0.08859;-0.03591;9.73752;0.10131;-0.03956;9.80605;-0.00799;0.00126;-0.08289;-5.3E-4;-8.4E-4;4.6E-4;136.0;4.86;22.2;6.12;347.363;0.231;-0.592;2.0;928.953;60.6043;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;251010;2021-02-12 10:47:41:243
0.07901;-0.04788;9.73273;0.10178;-0.0382;9.80605;-0.00582;0.01915;-0.08769;6.9E-4;-2.3E-4;-7.6E-4;136.0;2.7;23.04;7.62;352.782;0.223;-0.595;2.0;928.916;67.4504;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;251509;2021-02-12 10:47:41:742
0.0838;-0.02634;9.73512;0.10037;-0.03852;9.80606;-0.01686;0.01211;-0.07094;0.0013;-8.4E-4;0.00107;136.0;3.54;23.16;6.78;350.32;0.226;-0.588;2.0;928.916;60.392;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;252010;2021-02-12 10:47:42:243
0.07661;-0.02634;9.71836;0.10004;-0.03737;9.80607;-0.01622;-0.0103;-0.08531;6.9E-4;-2.3E-4;4.6E-4;136.0;4.08;22.5;6.36;350.293;0.219;-0.586;2.0;928.939;60.1468;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;252509;2021-02-12 10:47:42:742
0.09577;-0.03352;9.73512;0.0996;-0.03647;9.80608;-0.01577;-0.00644;-0.07335;0.0013;-4.6E-4;3.8E-4;136.0;4.44;22.26;6.3;349.859;0.214;-0.581;2.0;928.928;63.0173;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;253010;2021-02-12 10:47:43:243
0.09337;-0.05986;9.73034;0.09833;-0.03637;9.80609;-0.01407;6.0E-4;-0.07815;0.0013;1.5E-4;-8.4E-4;136.0;4.44;21.78;6.78;349.885;0.21;-0.577;2.0;928.919;60.6314;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;253510;2021-02-12 10:47:43:743
0.09098;-0.05267;9.73273;0.09741;-0.03659;9.8061;-0.00875;0.00326;-0.06858;8.0E-5;1.5E-4;3.8E-4;136.0;4.62;22.08;6.48;347.356;0.214;-0.569;2.0;928.906;59.617;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;254010;2021-02-12 10:47:44:243
0.0814;-0.03112;9.73512;0.09655;-0.03738;9.8061;-0.01503;-0.00565;-0.08295;6.9E-4;1.5E-4;-2.3E-4;136.0;4.44;22.56;6.48;350.287;0.218;-0.564;2.0;928.938;61.0335;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;254510;2021-02-12 10:47:44:743
0.0838;-0.0407;9.72315;0.09563;-0.03787;9.80611;0.0;-0.0246;-0.07578;8.0E-5;-4.6E-4;3.8E-4;136.0;3.84;22.26;6.36;349.854;0.219;-0.559;2.0;928.939;61.9967;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;255009;2021-02-12 10:47:45:242
0.09577;-0.03591;9.75188;0.09485;-0.03934;9.80611;-0.02362;-0.03063;-0.07577;6.9E-4;-4.6E-4;-2.3E-4;135.0;4.44;23.28;6.54;350.311;0.225;-0.557;2.0;928.932;61.004;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;255509;2021-02-12 10:47:45:742
0.0814;-0.02873;9.73273;0.09467;-0.03874;9.80612;0.00115;8.0E-4;-0.07339;8.0E-5;-4.6E-4;-2.3E-4;136.0;5.1;23.64;6.9;348.4;0.229;-0.554;2.0;928.924;62.0638;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;256009;2021-02-12 10:47:46:242
0.09098;-0.03591;9.71358;0.09543;-0.03904;9.80611;-0.00428;0.00307;-0.09254;-0.00115;1.5E-4;-2.3E-4;136.0;5.1;22.86;7.2;347.911;0.228;-0.555;2.0;928.937;62.0123;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;256509;2021-02-12 10:47:46:742
0.09337;-0.0431;9.71597;0.09448;-0.03976;9.80612;-0.00329;-0.00798;-0.07578;8.0E-5;1.5E-4;3.8E-4;136.0;4.26;23.22;6.06;350.285;0.232;-0.552;2.0;928.927;61.825;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;257009;2021-02-12 10:47:47:242
0.08859;-0.04788;9.72794;0.09374;-0.03899;9.80612;-0.005;4.1E-4;-0.0734;6.9E-4;3.1E-4;-1.5E-4;136.0;4.56;23.22;6.78;347.909;0.228;-0.548;2.0;928.921;61.9098;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;257509;2021-02-12 10:47:47:742
0.09577;-0.05507;9.73273;0.09362;-0.03831;9.80613;-9.0E-5;0.00234;-0.07819;8.0E-5;3.1E-4;0.00168;136.0;4.32;22.62;6.3;350.282;0.223;-0.545;2.0;928.884;61.4648;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;258009;2021-02-12 10:47:48:242
0.0838;-0.03831;9.73034;0.09327;-0.03944;9.80613;0.00497;-0.00107;-0.07819;6.9E-4;-3.1E-4;0.00107;136.0;4.44;22.62;6.24;350.283;0.229;-0.545;2.0;928.938;61.002;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;258509;2021-02-12 10:47:48:742
0.0814;-0.03352;9.73991;0.09244;-0.03851;9.80614;-0.02304;0.00507;-0.0782;6.9E-4;3.1E-4;-1.5E-4;136.0;4.62;22.86;7.62;347.932;0.225;-0.542;2.0;928.915;61.6773;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 1;259009;2021-02-12 10:47:49:242
0.0814;-0.04788;9.73991;0.09147;-0.03905;9.80615;-0.01229;0.00542;-0.07581;8.0E-5;3.1E-4;0.00107;136.0;4.44;22.74;6.24;350.28;0.228;-0.537;2.0;928.931;62.3791;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 1;259509;2021-02-12 10:47:49:742
0.07422;-0.03831;9.73512;0.09116;-0.0394;9.80615;-0.01684;9.3E-4;-0.07102;8.0E-5;-9.2E-4;-7.6E-4;136.0;5.22;23.28;7.26;347.905;0.23;-0.533;2.0;928.921;61.2699;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 1;260009;2021-02-12 10:47:50:242
0.07183;-0.0431;9.73752;0.09071;-0.03876;9.80615;-0.00433;-0.00188;-0.06385;-0.00115;3.1E-4;4.6E-4;136.0;4.44;23.58;5.82;350.676;0.226;-0.53;2.0;928.958;61.0171;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 1;260509;2021-02-12 10:47:50:742
0.06464;-0.0431;9.73752;0.09085;-0.03889;9.80615;-0.00708;0.00549;-0.08539;8.0E-5;9.2E-4;-7.6E-4;136.0;4.26;22.56;6.06;350.279;0.229;-0.531;2.0;928.937;60.6876;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 1;261010;2021-02-12 10:47:51:243
0.07901;-0.03591;9.72555;0.09127;-0.03879;9.80615;0.00694;-0.009;-0.06624;-5.3E-4;-3.1E-4;-2.3E-4;136.0;5.58;22.98;6.9;345.548;0.228;-0.532;2.0;928.923;63.0244;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 1;261509;2021-02-12 10:47:51:742
0.09098;-0.03112;9.73752;0.09025;-0.0393;9.80616;-0.00885;-0.00631;-0.07582;6.9E-4;-3.1E-4;-2.3E-4;136.0;4.2;22.86;7.2;350.302;0.23;-0.528;2.0;928.923;66.841;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;262009;2021-02-12 10:47:52:242
0.07901;-0.02873;9.73991;0.08996;-0.0389;9.80616;-0.00375;4.1E-4;-0.07104;-5.3E-4;3.1E-4;-2.3E-4;136.0;4.92;23.46;5.7;347.879;0.225;-0.526;2.0;928.908;57.1868;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;262509;2021-02-12 10:47:52:742
0.0814;-0.05507;9.73991;0.08927;-0.03939;9.80617;-0.00788;-0.01585;-0.06625;8.0E-5;-3.1E-4;-2.3E-4;136.0;4.56;23.4;6.84;347.902;0.23;-0.522;2.0;928.976;58.7626;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;263009;2021-02-12 10:47:53:242
0.09337;-0.04549;9.74231;0.08849;-0.03907;9.80617;-0.00708;-0.00631;-0.0519;8.0E-5;3.1E-4;-8.4E-4;136.0;5.16;22.62;6.84;347.9;0.228;-0.517;2.0;928.928;63.5645;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;263510;2021-02-12 10:47:53:743
0.07661;-0.02394;9.73991;0.08815;-0.03923;9.80618;0.0121;0.00141;-0.06386;6.9E-4;3.1E-4;-8.4E-4;136.0;4.98;23.04;7.26;347.901;0.231;-0.518;2.0;928.89;62.4715;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;264009;2021-02-12 10:47:54:242
0.08859;-0.03112;9.73991;0.08829;-0.03873;9.80618;-0.0164;-0.0019;-0.07824;8.0E-5;3.1E-4;3.8E-4;136.0;4.44;22.86;6.9;350.298;0.227;-0.514;2.0;928.903;62.2654;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;264510;2021-02-12 10:47:54:743
0.07661;-0.0431;9.73512;0.08839;-0.03817;9.80618;-0.00458;0.01446;-0.06387;-5.3E-4;-3.1E-4;-2.3E-4;136.0;5.4;22.32;6.42;347.344;0.225;-0.517;2.0;928.922;62.4839;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;265009;2021-02-12 10:47:55:242
0.10295;-0.04549;9.72315;0.08852;-0.03946;9.80617;0.00483;0.02266;-0.05668;0.0;3.1E-4;9.9E-4;135.0;4.14;22.38;6.6;347.344;0.229;-0.517;2.0;928.9;62.4271;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;265509;2021-02-12 10:47:55:742
0.09098;-0.05267;9.73512;0.08874;-0.03877;9.80617;-0.00724;-0.00875;-0.07344;-6.1E-4;3.1E-4;3.8E-4;135.0;5.28;22.8;6.78;347.901;0.231;-0.519;2.0;928.928;62.1836;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;266009;2021-02-12 10:47:56:242
0.08619;-0.02394;9.73512;0.08889;-0.03933;9.80617;-0.00276;0.01573;-0.07104;-6.1E-4;3.1E-4;-2.3E-4;135.0;4.32;23.22;7.26;350.3;0.23;-0.519;2.0;928.922;63.1148;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;266509;2021-02-12 10:47:56:742
0.09337;-0.03352;9.73273;0.08885;-0.04025;9.80617;0.00459;-0.00285;-0.06865;0.0;3.1E-4;3.8E-4;135.0;5.22;22.44;6.54;347.37;0.235;-0.52;2.0;928.91;62.6191;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;267009;2021-02-12 10:47:57:242
0.11253;-0.0407;9.73273;0.08873;-0.03906;9.80617;0.00239;-0.00634;-0.08781;-6.1E-4;-3.1E-4;3.8E-4;135.0;4.56;23.34;7.44;347.9;0.231;-0.517;2.0;928.923;62.3903;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;267509;2021-02-12 10:47:57:742
0.08859;-0.03352;9.72555;0.08907;-0.0386;9.80617;-0.00545;-0.00693;-0.07344;0.0;3.1E-4;3.8E-4;135.0;3.96;23.04;5.76;350.276;0.226;-0.52;2.0;928.916;63.016;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;268009;2021-02-12 10:47:58:242
0.09577;-0.02394;9.74231;0.08925;-0.03852;9.80617;-0.00563;0.00258;-0.06626;-0.00122;-3.1E-4;9.9E-4;135.0;4.14;22.86;6.42;350.276;0.225;-0.521;2.0;928.898;62.004;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;268509;2021-02-12 10:47:58:742
0.09577;-0.03352;9.73512;0.08987;-0.03916;9.80616;9.8E-4;0.01287;-0.05906;-6.1E-4;-3.1E-4;9.9E-4;135.0;5.46;23.4;6.48;347.879;0.229;-0.525;2.0;928.923;62.1008;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;269009;2021-02-12 10:47:59:242
0.07422;-0.03831;9.73273;0.0892;-0.03959;9.80617;-0.01481;0.00143;-0.07344;8.0E-5;9.9E-4;-2.3E-4;135.0;4.2;22.98;6.54;350.3;0.231;-0.521;2.0;928.905;63.1861;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;269509;2021-02-12 10:47:59:742
0.10056;-0.0407;9.72555;0.08899;-0.03906;9.80617;-0.01505;-0.00838;-0.07583;8.0E-5;-8.4E-4;-2.3E-4;135.0;5.4;22.74;7.14;347.902;0.23;-0.523;2.0;928.902;62.3831;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;270009;2021-02-12 10:48:00:242
0.0838;-0.0431;9.7447;0.08921;-0.03901;9.80617;-5.4E-4;0.00742;-0.05908;6.9E-4;3.8E-4;-2.3E-4;135.0;4.74;22.92;7.32;347.901;0.225;-0.521;2.0;928.907;62.8464;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;270509;2021-02-12 10:48:00:742
0.09337;-0.0431;9.74231;0.08914;-0.03959;9.80617;-6.8E-4;0.00138;-0.06865;8.0E-5;-2.3E-4;-2.3E-4;135.0;4.5;23.16;7.2;347.902;0.231;-0.521;2.0;928.922;62.0406;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;271010;2021-02-12 10:48:01:243
0.09098;-0.0407;9.74231;0.08915;-0.03926;9.80617;-0.00298;0.0177;-0.05907;6.9E-4;-2.3E-4;3.8E-4;135.0;3.18;22.98;6.6;352.734;0.229;-0.521;2.0;928.927;63.3731;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;271510;2021-02-12 10:48:01:743
0.09577;-0.02155;9.7447;0.08875;-0.03831;9.80617;-0.0147;0.00225;-0.06147;6.9E-4;-8.4E-4;9.9E-4;135.0;2.76;23.46;7.26;352.733;0.224;-0.519;2.0;928.901;62.1501;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;272009;2021-02-12 10:48:02:242
0.09098;-0.03831;9.73752;0.08871;-0.03813;9.80618;-0.00501;-0.0052;-0.06626;-5.3E-4;-2.3E-4;-8.4E-4;135.0;4.08;22.86;6.72;350.299;0.223;-0.518;2.0;928.95;63.0246;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;272510;2021-02-12 10:48:02:743
0.09098;-0.0407;9.73991;0.08911;-0.03779;9.80617;0.00206;-0.00273;-0.06626;-5.3E-4;3.8E-4;-2.3E-4;135.0;4.74;23.1;6.3;347.877;0.221;-0.521;2.0;928.949;62.3308;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;273010;2021-02-12 10:48:03:243
0.09098;-0.05028;9.7447;0.08854;-0.03801;9.80618;0.00231;-0.01217;-0.06147;6.1E-4;3.8E-4;-8.4E-4;135.0;4.62;22.98;6.78;347.901;0.222;-0.519;2.0;928.897;62.3711;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;273510;2021-02-12 10:48:03:743
